"AD_Org_ID[Name]","ZZSaqaUnitStandardCode","ZZSaqaUnitStandardTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZReplacementUnitStandard_ID[ZZSaqaUnitStandardCode]","ZZQualityAssuranceBody","ZZNewRegistrationStartDate","ZZNewRegistrationEndDate","ZZNewLastEnrolmentDate","ZZNewLastAchievementDate","ZZIsReplacement","ZZIsReregistered","ZZMqaUnitStandardCode","ZZMigrationCode/K",_LOG_
*,"10652",Repair a drum type continuous mining machine,"4",10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,ene-g034,1788,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001787] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001787] / "
*,"10657",Repair a roadheader,"4",10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnE-G039,1789,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001788] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001788] / "
*,"12328",Use and maintain basic security equipment ,"2",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1790,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001789] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001789] / "
*,"11502",Effecting a lawful citizen's arrest,"3",10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1791,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001790] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001790] / "
*,"10748",Use of a handgun,"4",10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1792,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001791] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001791] / "
*,"10006",Demonstrate an understanding of entrepreneurship and develop entrepreneurial qualities ,"1",2,2005-03-05 00:00:00.000,2008-03-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,SMM-E001,1793,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001792] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001792] / "
*,"10009",Demonstrate the ability to start and run a business and adapt to a changing business environment ,"1",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,SMM-E009,1794,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001793] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001793] / "
*,"10007"," Identify, analyse and select business opportunities ","1",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,SMM-E007,1795,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001794] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001794] / "
*,"14669","Use drawings and identify and use tools, equipment and materials for construction masonary site practice","3",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1796,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001795] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001795] / "
*,"14642",Build mason Superstructures using solid units,"3",14,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1797,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001796] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001796] / "
*,"14660",Set out and prepare construction masonary work areas,"3",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1798,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001797] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001797] / "
*,"14662","Set out, excavate, cast concrete strip foundations and build foundation walling","3",6,2005-05-04 00:00:00.000,2008-05-04 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1799,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001798] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001798] / "
*,"9970",Apply plaster to surfaces,"3",15,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1800,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001799] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001799] / "
*,"10001",Apply tiles to plastered surfaces,"3",15,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1801,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001800] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001800] / "
*,"14632",Build decorative masonary elements,"3",25,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1802,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001801] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001801] / "
*,"13977",Install gunite materials for refractory linings,"3",10,2005-05-04 00:00:00.000,2008-05-04 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1803,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001802] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001802] / "
*,"14650",Pave surfaces using flexible segmental paving,"3",9,2005-05-04 00:00:00.000,2008-05-04 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1804,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001803] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001803] / "
*,"14654",Pave surfaces using rigid segmental clay paving,"3",9,2005-05-04 00:00:00.000,2008-05-04 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1805,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001804] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001804] / "
*,"10000",Plan and prepare to tile,"3",10,2005-05-04 00:00:00.000,2008-05-04 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1806,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001805] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001805] / "
*,"10002",plaster walls and screed a floor and steps,"3",15,2005-05-04 00:00:00.000,2008-05-04 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1807,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001806] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001806] / "
*,"14657",Prepare and install imprint concrete pavement ,"3",9,2005-05-04 00:00:00.000,2008-05-04 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1808,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001807] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001807] / "
*,"9969",Prepare for plastering,"3",15,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1809,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001808] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001808] / "
*,"11783",Install and maintain a water supply system,"3",12,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1810,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001809] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001809] / "
*,"11784",Install and maintain drainage systems,"3",12,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1811,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001810] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001810] / "
*,"11794",Install and maintain rainwater systems and fabricate sheet metal components ,"3",12,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1812,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001811] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001811] / "
*,"11793","Install and maintain soil, wastewater and vent systems","3",12,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1813,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001812] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001812] / "
*,"11782",Perform basic building works,"3",8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1814,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001813] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001813] / "
*,"11781",Plan and prepare to perform plumbing works,"3",8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1815,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001814] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001814] / "
*,"9973",Apply basic business concepts,"3",8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1816,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001815] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001815] / "
*,"13940",Demonstrate knowledge and application of ethical conduct in a business environment,"4",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1817,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001816] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001816] / "
*,"9984",Manage construction resources,"2",20,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1818,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001817] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001817] / "
*,"14890",Erect ceilings and install insulation,"2",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1819,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001818] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001818] / "
*,"14888",Construct on-site sanitation facilities,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1820,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001819] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001819] / "
*,"14886",Build timber frame walls,"2",8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1821,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001820] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001820] / "
*,"14885",Build steel frame walls,"2",8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1822,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001821] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001821] / "
*,"14883",Apply tiles to plastered surfaces,"2",4,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1823,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001822] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001822] / "
*,"14884",Build masonry superstructures using solid and hollow units,"2",12,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1824,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001823] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001823] / "
*,"14887",Clad roof structures,"2",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1825,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001824] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001824] / "
*,"14891",Erect roof trusses,"2",14,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1826,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001825] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001825] / "
*,"14895","Set out, excavate, cast concrete strip foundation, build foundation walling and cast concrete slabs","2",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1827,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001826] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001826] / "
*,"14894",Set out and prepare construction carpentry work area,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1828,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001827] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001827] / "
*,"14054",Read and interpret construction drawings and specifications,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1829,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001828] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001828] / "
*,"14892",Install glazing,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1830,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001829] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001829] / "
*,"9960",Communicate verbally and non-verbally in the workplace,"3",8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1831,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001830] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001830] / "
*,"10758",Safely supervise the operation of a shooting range and shooting exercises,"5",30,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1832,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001831] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001831] / "
*,"10757",Use of firearms in tactical duty related situations,"5",22,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1833,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001832] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001832] / "
*,"8618",Organise oneself in the workplace,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1834,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001833] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001833] / "
*,"9926",Coach learners,"3",10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1835,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001834] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001834] / "
*,"7786",Operate a computer,"3",8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1836,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001835] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001835] / "
*,"7978",Plan and conduct assessment of learning outcomes,"5",15,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1837,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001836] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001836] / "
*,"11498",Attend and give evidence in court,"3",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1838,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001837] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001837] / "
*,"11496",Ensure asset protection through access and egress control,"3",10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1839,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001838] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001838] / "
*,"11501",Manage own performance and work as part of a security system,"3",10,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1840,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001839] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001839] / "
*,"11497",Protection of premises and assets under all conditions,"3",18,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1841,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001840] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001840] / "
*,"11500","Receive, report and react to customer complaints within a security environment","3",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1842,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001841] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001841] / "
*,"11494",Caring for the welfare of a service dog,"2",19,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1843,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001842] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001842] / "
*,"11495",Handle a dog to deter crime and for protection,"2",12,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1844,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001843] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001843] / "
*,"11503",Supervision of service dogs in a kennel environment,"3",17,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,"629",1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"",1845,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001844] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1001844] / "
