"ZZOfoYear_ID[ZZOfoYear]","Value","Name","ZZMigrationCode","ZZOfoLevelType","IsSummary"
2022,"2021-312201",Production / Operations Supervisor (Manufacturing),554,,N
2022,"2021-312202",Maintenance Planner,555,,N
2022,"2021-312301",Building Associate,556,,N
2022,"2021-313102",Fossil Power Plant Process Controller,557,,N
2022,"2021-313103",Hydro Power Plant Process Controller,558,,N
2022,"2021-313104",Nuclear Power Plant Process Controller,559,,N
2022,"2021-313105",Wind Turbine Power Plant Process Controller,560,,N
2022,"2021-313106",Concentrated Solar Power (CSP) Plant Process Controller,561,,N
2022,"2021-313107",Geothermal Technicians,562,,N
2022,"2021-313108",Weatherisation Installers and Technicians,563,,N
2022,"2021-313109",Solar Photovoltaic Service Technician,564,,N
2022,"2021-313110",Wind Turbine Service Technician,565,,N
2022,"2021-313201",Water Plant Operator,566,,N
2022,"2021-313202",Waste Materials Plant Operator,567,,N
2022,"2021-313203",Water Process Controller,568,,N
2022,"2021-313301",Chemical Plant Controller,569,,N
2022,"2021-313401",Gas or Petroleum Controller,570,,N
2022,"2021-313501",Metal Manufacturing Process Control Technician,571,,N
2022,"2021-313901",Integrated Manufacturing Line Process Control Technician,572,,N
2022,"2021-313902",Wood Processing Control Technician,573,,N
2022,"2021-313903","Clothing, Textile and Footwear Manufacturing Process Control Technician",574,,N
2022,"2021-313905",Cotton Ginning Process Controller,575,,N
2022,"2021-313906",Fresh Produce Packing Controller,576,,N
2022,"2021-313907",Food and Beverage Manufacturing Process Controller,577,,N
2022,"2021-313908",Sugar Process Controller,578,,N
2022,"2021-313909",Miller,579,,N
2022,"2021-313910",Juice Extraction Process Controller,580,,N
2022,"2021-313911",Grain Handling Controller,581,,N
2022,"2021-313912",Mineral Beneficiation Process Controller,582,,N
2022,"2021-313913",Chemical Waste Controller,583,,N
2022,"2021-313916",Manufacturing Production Technicians,584,,N
2022,"2021-313917",Pulp and Paper Manufacturing Process Control Technician,585,,N
2022,"2021-314101",Life Science Technician,586,,N
2022,"2021-314102",Environmental Science Technician,587,,N
2022,"2021-314201",Agricultural Technician,588,,N
2022,"2021-314301",Forestry Technician,589,,N
2022,"2021-314302",Forestry Research Technician,590,,N
2022,"2021-315101",Marine Engineer,591,,N
2022,"2021-315201",Ship's Master,592,,N
2022,"2021-315202",Ship's Officer,593,,N
2022,"2021-315203",Ship's Surveyor,594,,N
2022,"2021-315204",Marine Certification & Surveillance Manager,595,,N
2022,"2021-315205",Boat Driver / Coxswain,596,,N
2022,"2021-315206",Aids to Navigation Manager,597,,N
2022,"2021-315207",Aids to Navigation Technician,598,,N
2022,"2021-315301",Aircraft Navigator,599,,N
2022,"2021-315302",Flight Engineer,600,,N
2022,"2021-315303",Aeroplane Pilot,601,,N
2022,"2021-315304",Flying Instructor,602,,N
2022,"2021-315305",Helicopter Pilot,603,,N
2022,"2021-315306",Balloonist,604,,N
2022,"2021-315401",Traffic Controller,605,,N
2022,"2021-315501",Airborne Electronics Analyst,606,,N
2022,"2021-315502",Airworthiness Surveyor,607,,N
2022,"2021-321101",Medical Diagnostic Radiographer,608,,N
2022,"2021-321102",Medical Radiation Therapist,609,,N
2022,"2021-321103",Nuclear Medicine Technologist,610,,N
2022,"2021-321104",Sonographer,611,,N
2022,"2021-321105",Anaesthetic Technician,612,,N
2022,"2021-321106",Cardiac Technician,613,,N
2022,"2021-321107",Operating Theatre Technician,614,,N
2022,"2021-321108",Audiometrist,615,,N
2022,"2021-321109",Dialysis Technician,616,,N
2022,"2021-321110",Neurophysiological Technician,617,,N
2022,"2021-321111",Renal Technician,618,,N
2022,"2021-321112",Intensive Care Technician,619,,N
2022,"2021-321113",Orthopaedic Technician,620,,N
2022,"2021-321114",Health Technical Support Officer,621,,N
2022,"2021-321115",Medical Electronic Equipment Operator,622,,N
2022,"2021-321116",Electroencephalographic Technician,623,,N
2022,"2021-321117",Radiation Laboratory Technician,624,,N
2022,"2021-321118",Orthotist or Prosthetist,625,,N
2022,"2021-321119",Pulmonology Clinical Technologist,626,,N
2022,"2021-321120",Reproductive Biology Clinical Technologist,627,,N
2022,"2021-321121",Cardiothoracic Perfusion Clinical Technologist,628,,N
2022,"2021-321122",Occupational Therapy Technician,629,,N
2022,"2021-321123",Orientation and Mobility Practitioner,630,,N
2022,"2021-321201",Medical Technician,631,,N
2022,"2021-321206",Medical Technologist,632,,N
2022,"2021-321301",Pharmacy Technician,633,,N
2022,"2021-321401",Clinical Dental Technician,634,,N
2022,"2021-321402",Dental Technician,635,,N
2022,"2021-321403",Dental Therapist,636,,N
2022,"2021-321405",Orthotic and Prosthetic Technician,637,,N
2022,"2021-321406",Dental Technologist,638,,N
2022,"2021-322101",Enrolled Nurse,639,,N
2022,"2021-322102",Mother Craft Nurse,640,,N
2022,"2021-322201",Assistant Midwife,641,,N
2022,"2021-323101",Indigenous Heath Worker (Inyanga),642,,N
2022,"2021-323102",Ancillary Health Care Worker,643,,N
2022,"2021-323105",Therapeutic Aromatherapist,644,,N
2022,"2021-323106",Therapeutic Reflexologist,645,,N
2022,"2021-324101",Veterinary Nurse,646,,N
2022,"2021-324102",Veterinary Technician,647,,N
2022,"2021-324103",Veterinary Technologist,648,,N
2022,"2021-325101",Dental Assistant,649,,N
2022,"2021-325102",Oral Hygienist,650,,N
2022,"2021-325201",Health Information Manager,651,,N
2022,"2021-325301",Health Promotion Practitioner,652,,N
2022,"2021-325401",Dispensing Optician,653,,N
2022,"2021-325501",Massage Therapist,654,,N
2022,"2021-325502",Hydrotherapist,655,,N
2022,"2021-325503",Electrotherapist,656,,N
2022,"2021-325504",Physiotherapy Technician,657,,N
2022,"2021-325601",Clinical Associate,658,,N
2022,"2021-325701",Environmental and Occupational Health Inspector,659,,N
2022,"2021-325702",Marine Safety Officer,660,,N
2022,"2021-325703",Agricultural / Horticultural Produce Inspector,661,,N
2022,"2021-325704",Aquaculture Produce Analyst,662,,N
2022,"2021-325705",Safety Inspector,663,,N
2022,"2021-325706",Ammunition Technician,664,,N
2022,"2021-325707",Mine Health and Safety Inspector,665,,N
2022,"2021-325708",Magazine Master,666,,N
2022,"2021-325801",Ambulance Officer,667,,N
2022,"2021-325802",Intensive Care Ambulance Paramedic / Ambulance Paramedic,668,,N
2022,"2021-325901",Chiropractor,669,,N
2022,"2021-325902",Osteopath,670,,N
2022,"2021-331101",Securities Dealer,671,,N
2022,"2021-331105",Asset Swap Administrator,672,,N
2022,"2021-331106",Financial Markets Settlement Officer,673,,N
2022,"2021-331201",Credit or Loans Officer,674,,N
2022,"2021-331204",False Worker,675,,N
2022,"2021-331205",Business Banker,676,,N
2022,"2021-331301",Bookkeeper,677,,N
2022,"2021-331302",Accounting Technician,678,,N
2022,"2021-331303",Tax Technician,679,,N
2022,"2021-331401",Statistical and Mathematical Assistant,680,,N
2022,"2021-331501",Valuer,681,,N
2022,"2021-331502",Insurance Investigator,682,,N
2022,"2021-331503",Insurance Loss Adjuster,683,,N
2022,"2021-331504",Insurance Risk Surveyor,684,,N
2022,"2021-331505",Vehicle Damage Quantifier,685,,N
2022,"2021-332101",Insurance Agent,686,,N
2022,"2021-332102",Insurance Broker,687,,N
2022,"2021-332201",Commercial Sales Representative,688,,N
2022,"2021-332202",Sales Representative (Building and Plumbing Supplies),689,,N
2022,"2021-332203",Sales Representative (Personal and Household Goods),690,,N
2022,"2021-332204",Commercial Services Sales Agent,691,,N
2022,"2021-332205",Manufacturers Representative,692,,N
2022,"2021-332206",Sales Representative (Photographic Equipment and Supplies),693,,N
2022,"2021-332207",Chemical Sales Representative,694,,N
2022,"2021-332208",Pharmacy Sales Assistant,695,,N
2022,"2021-332301",Retail Buyer,696,,N
2022,"2021-332302",Purchasing Officer,697,,N
2022,"2021-332401",Commodities Trader,698,,N
2022,"2021-332402",Finance Broker,699,,N
2022,"2021-333101",Clearing and Forwarding Agent,700,,N
2022,"2021-333201",Events Manager,701,,N
2022,"2021-333301",Recruitment Officer,702,,N
2022,"2021-333302",Labour Recruitment Consultant: Permanent Employment Agency (PEA),703,,N
2022,"2021-333303",Labour Recruitment Consultant: Temporary Employment Services (TES),704,,N
2022,"2021-333401",Property Manager,705,,N
2022,"2021-333402",Real Estate Agent,706,,N
2022,"2021-333404",Real Estate Sales Settlement Administrator,707,,N
2022,"2021-333405",Real Estate Agency Principal ,708,,N
2022,"2021-333406",Property Lease Administrator,709,,N
2022,"2021-333901",Auctioneer,710,,N
2022,"2021-333902",Special Services Contracting Agent,711,,N
2022,"2021-333903",Sales Representative (Business Services),712,,N
2022,"2021-333904",Business Broker,713,,N
2022,"2021-333905",Supply Chain Practitioner,714,,N
2022,"2021-333906",Stock and Station Agent,715,,N
2022,"2021-333907",Property Portfolio and Asset Manager,716,,N
2022,"2021-333908",Marketing Coordinator,717,,N
2022,"2021-333909",Bid Assistant,718,,N
2022,"2021-333910",Business Support Coordinator,719,,N
2022,"2021-333911",Physical Asset Practitioner,720,,N
2022,"2021-334101",Office Supervisor,721,,N
2022,"2021-334102",Office Administrator,722,,N
2022,"2021-334103",Call Centre Team Leader,723,,N
2022,"2021-334201",Legal Secretary,724,,N
2022,"2021-334301",Secretary Bargaining Council,725,,N
2022,"2021-334302",Personal Assistant,726,,N
2022,"2021-334401",Medical Secretary,727,,N
2022,"2021-335101",Customs Officer,728,,N
2022,"2021-335102",Immigration Officer,729,,N
2022,"2021-335201",Taxation Inspector,730,,N
2022,"2021-335301",Social Security Assessor,731,,N
2022,"2021-335401",Driving license examiner  ,732,,N
2022,"2021-335402",Import-export Administrator,733,,N
2022,"2021-335403",Passport Officer (Issuing),734,,N
2022,"2021-335404",Motor Vehicle Examiner,735,,N
2022,"2021-335501",Detective,736,,N
2022,"2021-335502",Crash Investigator ,737,,N
2022,"2021-335901",Labour Inspector,738,,N
2022,"2021-335902",Wage Inspector,739,,N
2022,"2021-335903",Refugee Status Determination Officer,740,,N
2022,"2021-335904",Pest Management Officer,741,,N
2022,"2021-335905",Water Allocation Officer,742,,N
2022,"2021-335906",Environmental Practices Inspector,743,,N
2022,"2021-335907",Weights and Measures Inspector,744,,N
2022,"2021-335908",Censorship Inspector,745,,N
2022,"2021-335909",Price Inspector,746,,N
2022,"2021-335910",Trade Mark Examiner,747,,N
2022,"2021-335911",Quarantine Officer,748,,N
2022,"2021-335912",Fisheries Officer,749,,N
2022,"2021-335913",Building Inspector,750,,N
2022,"2021-335914",Train Examiner,751,,N
2022,"2021-335915",Transport Operations Inspector,752,,N
2022,"2021-335916",Gaming Operations Compliance Officer,753,,N
2022,"2021-341101",Conveyancer,754,,N
2022,"2021-341102",Legal Executive,755,,N
2022,"2021-341103",Paralegal,756,,N
2022,"2021-341104",Clerk of Court,757,,N
2022,"2021-341105",Court Bailiff,758,,N
2022,"2021-341106",Court Orderly / Court Registry Officer,759,,N
2022,"2021-341107",Law Clerk,760,,N
2022,"2021-341108",Trust Officer,761,,N
2022,"2021-341109",Private Investigator,762,,N
2022,"2021-341110",Associate Legal Professional,763,,N
2022,"2021-341111",Debt Counsellor,764,,N
2022,"2021-341112",Labour Dispute Enforcement Agent,765,,N
2022,"2021-341201",Auxiliary Community Development Practitioner,766,,N
2022,"2021-341202",Disabilities Services Officer,767,,N
2022,"2021-341203",Social Auxiliary Worker,768,,N
2022,"2021-341204",Auxiliary Child and Youth Care Worker,769,,N
2022,"2021-341301",Religious Associate Professional,770,,N
2022,"2021-342101",Footballer,771,,N
2022,"2021-342102",Golfer,772,,N
2022,"2021-342103",Jockey,773,,N
2022,"2021-342104",Cricketer,774,,N
2022,"2021-342105",Athlete,775,,N
2022,"2021-342106",Boxer,776,,N
2022,"2021-342107",Cyclist,777,,N
2022,"2021-342108",Racing Driver,778,,N
2022,"2021-342109",Surfer,779,,N
2022,"2021-342110",Swimmer,780,,N
2022,"2021-342111",Tennis Player,781,,N
2022,"2021-342112",Wrestler,782,,N
2022,"2021-342113",Yachtsman,783,,N
2022,"2021-342114",Other Sportsperson,784,,N
2022,"2021-342201",Sports Development Officer,785,,N
2022,"2021-342202",Sports Umpire,786,,N
2022,"2021-342203",Sports Official,787,,N
2022,"2021-342204",Sports Coach or Instructor,788,,N
2022,"2021-342301",Fitness Instructor,789,,N
2022,"2021-342302",Outdoor Adventure Guide,790,,N
2022,"2021-342303",Caving Guide,791,,N
2022,"2021-343101",Photographer,792,,N
2022,"2021-343102",Air Observer,793,,N
2022,"2021-343201",Interior Designer,794,,N
2022,"2021-343202",Interior Decorator,795,,N
2022,"2021-343203",Visual Merchandiser,796,,N
2022,"2021-343204",Set Designer,797,,N
2022,"2021-343301",Gallery or Museum Technician,798,,N
2022,"2021-343302",Library Technician,799,,N
2022,"2021-343401",Chef,800,,N
2022,"2021-343901",Tattoo Artist,801,,N
2022,"2021-343902",Light Technician,802,,N
2022,"2021-343903",Stage Manager,803,,N
2022,"2021-343904",Theatrical Dresser,804,,N
2022,"2021-343905",Stunt Person,805,,N
2022,"2021-343906",Special Effects Person,806,,N
2022,"2021-343907",Continuity Person,807,,N
2022,"2021-343908",Film Technician,808,,N
2022,"2021-343909",Microphone Boom Operator,809,,N
2022,"2021-343910",Performing Arts Road Manager,810,,N
2022,"2021-351101",Computer Operator,811,,N
2022,"2021-351201",ICT Communications Assistant,812,,N
2022,"2021-351301",Computer Network Technician,813,,N
2022,"2021-351302",Geographic Information Systems Technicians,814,,N
2022,"2021-351303",Marine GIS Technician,815,,N
2022,"2021-351401",Web Technician,816,,N
2022,"2021-352101",Broadcast Transmitter Operator,817,,N
2022,"2021-352102","Camera Operator (Film, Television or Video)",818,,N
2022,"2021-352103",Sound Technician,819,,N
2022,"2021-352104",Television Equipment Operator,820,,N
2022,"2021-352105",Radio Station Operator,821,,N
2022,"2021-352106","Production Assistant (Film, Television or Radio)",822,,N
2022,"2021-352201",Telecommunications Technical Officer or Technologist,823,,N
2022,"2021-411101",General Clerk,824,,N
2022,"2021-411102",Back Office Process Consultant,825,,N
2022,"2021-411103",Parole Board Clerk,826,,N
2022,"2021-412101",Secretary (General),827,,N
2022,"2021-413101",Word Processing Operator,828,,N
2022,"2021-413102",Machine Shorthand Reporter,829,,N
2022,"2021-413201",Data Entry Operator,830,,N
2022,"2021-421101",Bank Teller,831,,N
2022,"2021-421102",Bank Worker,832,,N
2022,"2021-421103",Currency Exchange Officer,833,,N
2022,"2021-421104",Banknote Processor,834,,N
2022,"2021-421105",Postal Frontline Service Worker,835,,N
2022,"2021-421201",Bookmaker,836,,N
2022,"2021-421202",Gaming Worker,837,,N
2022,"2021-421203",Betting Agency Counter Clerk,838,,N
2022,"2021-421204",Bookmaker's Clerk,839,,N
2022,"2021-421205",Telephone Betting Clerk,840,,N
2022,"2021-421206",Bingo Caller,841,,N
2022,"2021-421207",Lotto Operator,842,,N
2022,"2021-421301",Pawnbrokers and Money-lenders,843,,N
2022,"2021-421401",Debt Collector,844,,N
2022,"2021-422101",Tourist Information Officer,845,,N
2022,"2021-422102",Travel Consultant,846,,N
2022,"2021-422201",Inbound Contact Centre Consultant,847,,N
2022,"2021-422202",Outbound Contact Centre Consultant,848,,N
2022,"2021-422203",Contact Centre Real Time Advisor,849,,N
2022,"2021-422204",Contact Centre Resource Planner,850,,N
2022,"2021-422205",Contact Centre Forecast Analyst,851,,N
2022,"2021-422206",Call or Contact Centre Agent,852,,N
2022,"2021-422301",Switchboard Operator,853,,N
2022,"2021-422401",Hotel or Motel Receptionist,854,,N
2022,"2021-422501",Enquiry Clerk,855,,N
2022,"2021-422601",Receptionist (General),856,,N
2022,"2021-422602",Medical Receptionist,857,,N
2022,"2021-422701",Survey Interviewer,858,,N
2022,"2021-422901",Admissions Clerk,859,,N
2022,"2021-422902",Ship's Purser,860,,N
2022,"2021-431101",Accounts Clerk,861,,N
2022,"2021-431102",Cost Clerk,862,,N
2022,"2021-431103",Taxation Clerk,863,,N
2022,"2021-431201",Insurance Administrator,864,,N
2022,"2021-431202",Securities Services Administrative Officer,865,,N
2022,"2021-431203",Statistical Clerk,866,,N
2022,"2021-431204",Insurance Claims Administrator,867,,N
2022,"2021-431301",Payroll Clerk,868,,N
2022,"2021-432101",Stock Clerk / Officer,869,,N
2022,"2021-432102",Dispatching and Receiving Clerk / Officer,870,,N
2022,"2021-432103",Order Clerk / Officer,871,,N
2022,"2021-432104",Warehouse Administrator / Clerk,872,,N
2022,"2021-432105",Lampman,873,,N
2022,"2021-432201",Production Coordinator,874,,N
2022,"2021-432301",Transport Clerk,875,,N
2022,"2021-441101",Library Assistant,876,,N
2022,"2021-441201",Courier,877,,N
2022,"2021-441202",Postal Delivery Officer,878,,N
2022,"2021-441203",Mail Clerk,879,,N
2022,"2021-441301",Coding Clerk,880,,N
2022,"2021-441302",Proof Reader,881,,N
2022,"2021-441401",Scribe,882,,N
2022,"2021-441501",Filing or Registry Clerk,883,,N
2022,"2021-441502",Office Machine Operator,884,,N
2022,"2021-441601",Human Resources Clerk,885,,N
2022,"2021-441602",Skills Development Administrator,886,,N
2022,"2021-441603",Compensation and Benefits Clerk,887,,N
2022,"2021-441604",Labour Relations Case Administrator,888,,N
2022,"2021-441605",Academic Administrative Officer,889,,N
2022,"2021-441901",Classified Advertising Clerk,890,,N
2022,"2021-441902",Contract Administrator,891,,N
2022,"2021-441903",Program or Project Administrators,892,,N
2022,"2021-441905",Account Clerk (Public Relations / Communication),893,,N
2022,"2021-511101",Flight Attendant,894,,N
2022,"2021-511102",Bus Hostess,895,,N
2022,"2021-511103",Marine Steward,896,,N
2022,"2021-511104",Railway Steward,897,,N
2022,"2021-511201",Transport Conductor,898,,N
2022,"2021-511301",Gallery or Museum Guide,899,,N
2022,"2021-511302",Tour Guide,900,,N
2022,"2021-512101",Cook,901,,N
2022,"2021-513101",Waiter,902,,N
2022,"2021-513102",Cafe Worker,903,,N
2022,"2021-513201",Bar Attendant,904,,N
2022,"2021-513202",Barista,905,,N
