"AD_Org_ID[Name]","ZZModuleCode","ZZModuleTitle","ZZQualityAssuranceBody","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZNqfLevel","ZZLearningType","ZZModuleType","IsActive","ZZMigrationCode/K","ZZMigrateValues",_LOG_
*,"653307000-PM-02",Use tools and equipment,"599",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,292,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000870] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000870] / "
*,"653307000-PM-03","Remove and install mechanical components (gaskets, seals, bearings and locking devices)","599",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,293,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000871] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000871] / "
*,"653307000-PM-04",Work with electrical and fluid power components,"599",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,294,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000872] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000872] / "
*,"653307000-PM-05",Maintain and service heavy equipment system components,"599",15,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,295,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000873] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000873] / "
*,"653307000-PM-06","Dismantle, assess and reassemble heavy equipment diesel cylinder heads and sub-assemblies","599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,296,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000874] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000874] / "
*,"653307000-PM-07","Dismantle, assess and reassemble heavy equipment power train systems","599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,297,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000875] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000875] / "
*,"653307000-PM-08","Remove, test, repair and refit heavy equipment components and parts","599",15,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,298,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000876] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000876] / "
*,"653307000-PM-09",Diagnose and repair Heavy Equipment Mechanical systems,"599",26,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,299,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000877] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000877] / "
*,"653307000-PM-10",Diagnose and repair heavy equipment electrical systems,"629",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,300,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000878] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000878] / "
*,"653307000-PM-11",Diagnose and repair heavy equipment electronically controlled systems,"599",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,301,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000879] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000879] / "
*,"653307000-WM-01",Routine scheduled services,"599",24,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Work experience,Core,Y,302,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000880] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000880] / "
*,"653307000-WM-03",Removal and replacement of heavy equipment drive train components,"599",32,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,303,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000881] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000881] / "
*,"653307000-WM-04",Heavy equipment diesel engine removal and installation processes,"599",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,304,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000882] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000882] / "
*,"653307000-WM-05",Removal and replacement of heavy equipment hydraulic system components,"599",32,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,305,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000883] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000883] / "
*,"653307000-WM-06","Diagnosis and repair of heavy equipment electrical systems (charging, starting, lighting and auxiliary)","599",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,306,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000884] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000884] / "
*,"653307000-WM-07",Diagnosis and repair of heavy equipment diesel engine electronic control systems,"599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,307,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000885] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000885] / "
*,"653307000-WM-08",Diagnosis and repair of heavy equipment diesel engines and engine sub-systems,"599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,308,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000886] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000886] / "
*,"653307000-WM-09",Diagnosis and repair of heavy equipment hydraulic systems,"599",30,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,309,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000887] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000887] / "
*,"653307000-WM-10",Diagnosis and repair of heavy equipment brake systems,"599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,310,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000888] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000888] / "
*,"653307000-WM-11",Diagnosis and repair of heavy equipment drive train systems,"599",30,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,311,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000889] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000889] / "
*,"653307000-WM-12",Diagnosis and repair of heavy equipment steering and suspension systems,"599",20,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,312,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000890] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000890] / "
*,"653307000-WM-02",Removal and replacement of heavy equipment diesel engine sub-system components (including batteries),"599",24,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Work experience,Core,Y,313,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000891] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000891] / "
*,"651501-000-00-00-KM-01",The world of the rigger,"629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Knowledge,Core,Y,314,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000892] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000892] / "
*,"651501-000-00-00-KM-02",Shielded metal arc welding and gas-cutting,"629",3,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,315,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000893] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000893] / "
*,"651501-000-00-00-KM-03",Tools and equipment,"629",7,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,316,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000894] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000894] / "
*,"651501-000-00-00-KM-04","Engineering materials, drawings and sketches","629",5,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,317,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000895] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000895] / "
*,"651501-000-00-00-KM-05","Scaffolding, working at heights, fall protection systems and ladders","629",16,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,318,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000896] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000896] / "
*,"651501-000-00-00-KM-06",Supervision of scaffolding operations up to 6m,"629",11,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Knowledge,Core,Y,319,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000897] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000897] / "
*,"651501-000-00-00-KM-07",Access scaffolding inspection,"629",10,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Knowledge,Core,Y,320,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000898] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000898] / "
*,"651501-000-00-00-KM-08","Ropes, knots, bends and hitches, lashings, attachments and splices","629",10,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,321,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000899] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000899] / "
*,"651501-000-00-00-KM-09",Steel wire ropes,"629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Knowledge,Core,Y,322,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000900] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000900] / "
*,"651501-000-00-00-KM-10","Winder ropes, safety detaching hooks and sheave wheels","629",11,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Knowledge,Core,Y,323,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000901] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000901] / "
*,"651501-000-00-00-KM-11","Basic slinging and lifting, and load securing operations","629",15,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Knowledge,Core,Y,324,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000902] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000902] / "
*,"651501-000-00-00-KM-12",Slinging and intermediate lifting methods,"629",25,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Knowledge,Core,Y,325,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000903] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000903] / "
*,"651501-000-00-00-KM-13",Lifting equipment and machines (excluding hand powered lifting devices),"629",6,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Knowledge,Core,Y,326,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000904] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000904] / "
*,"651501-000-00-00-KM-14",Advanced lifting methods,"629",24,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Knowledge,Core,Y,327,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000905] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000905] / "
*,"651501-000-00-00-KM-15",Management-related activities,"629",4,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Knowledge,Core,Y,328,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000906] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000906] / "
*,"651501-000-00-00-PM-01",Work safely and respond to emergencies,"629",4,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,329,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000907] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000907] / "
*,"651501-000-00-00-PM-02","Fabricate simple components, manufacture basic rigging hand tools using hand, power and measuring tools and equipment","629",16,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,330,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000908] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000908] / "
*,"651501-000-00-00-PM-03",Arc weld and gas cut metals,"629",5,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2023-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,331,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000909] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000909] / "
*,"651501-000-00-00-PM-04",Interpret engineering drawings,"629",3,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,332,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000910] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000910] / "
*,"651501-000-00-00-PM-05",Work at heights,"629",4,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,333,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000911] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000911] / "
*,"651501-000-00-00-PM-06","Erect and dismantle scaffolding, and use ladders","629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,334,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000912] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000912] / "
*,"651501-000-00-00-PM-07",Supervise scaffolding operations up to 6m,"629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Application,Core,Y,335,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000913] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000913] / "
*,"651501-000-00-00-PM-08",Inspect access scaffolding,"629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Application,Core,Y,336,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000914] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000914] / "
*,"651501-000-00-00-PM-09","Work with fibre rope, make a steel wire rope specimen","629",8,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,337,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000915] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000915] / "
*,"651501-000-00-00-PM-10",Work with steel wire ropes,"629",9,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Application,Core,Y,338,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000916] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000916] / "
*,"651501-000-00-00-PM-11",Work with winder ropes and sheave wheel,"629",9,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Application,Core,Y,339,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000917] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000917] / "
*,"651501-000-00-00-PM-12","Sling, lift and secure loads for transportation","629",13,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"2",Application,Core,Y,340,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000918] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000918] / "
*,"651501-000-00-00-PM-13",Sling complex loads and use intermediate lifting methods to lift loads,"629",26,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"3",Application,Core,Y,341,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000919] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000919] / "
*,"651501-000-00-00-PM-14",Lift loads using advanced lifting methods,"629",38,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Application,Core,Y,342,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000920] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000920] / "
*,"651501-000-00-00-PM-15",Perform management-related tasks,"629",5,2018-09-12 00:00:00.000,2023-09-12 00:00:00.000,2024-09-12 00:00:00.000,2027-09-12 00:00:00.000,"4",Application,Core,Y,343,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000921] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000921] / "
*,"671208001-KM-01","Concepts of Occupational Health, Safety and Quality","629",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,344,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000922] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000922] / "
*,"671208001-KM-02","Tools, Equipment, Materials in the Auto Electrical Environment","629",3,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,345,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000923] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000923] / "
*,"671208001-KM-03",Fundamentals of Auxiliary Auto-Electrical Equipment,"629",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,346,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000924] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000924] / "
*,"671208001-KM-04",Fundamentals of Fuel Injection and Engine Control,"629",7,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,347,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000925] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000925] / "
*,"671208001-KM-05",Fundamentals of Automotive Mechanical Technology,"629",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,348,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000926] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000926] / "
*,"671208001-KM-06",Theory and Principles of Auto Electricity,"629",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,349,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000927] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000927] / "
*,"671208001-KM-07",Principles of Electricity and Electronics for Trouble Shooting and Repair,"629",7,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,350,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000928] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000928] / "
*,"671208001-KM-08",Fundamentals of Technical Information for Auto-electrical Systems,"629",4,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,351,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000929] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000929] / "
*,"671208001-KM-09",Automobile Batteries and Battery System Components,"629",3,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Knowledge,Core,Y,352,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000930] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000930] / "
*,"671208001-KM-10","Automotive Systems (Networking and Data Transfer Systems, Climate control systems, Convenience systems)","629",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,353,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000931] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000931] / "
*,"671208001-KM-11","Automotive Systems (Ignition, Starting, Charging)","629",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Knowledge,Core,Y,354,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000932] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000932] / "
*,"671208001-KM-12",Safety and drive control systems,"629",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Knowledge,Core,Y,355,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000933] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000933] / "
*,"671208001-PM-01",Remove and replace auto electrical components,"629",6,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,356,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000934] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000934] / "
*,"671208001-PM-02",Test and diagnose automotive batteries,"629",3,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,357,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000935] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000935] / "
*,"671208001-PM-03",Build and conduct fault finding on auto electrical circuits,"629",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"2",Application,Core,Y,358,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000936] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000936] / "
*,"671208001-PM-04",Build auto electrical circuits and install auto electrical equipment and/or components/systems,"629",8,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,359,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000937] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000937] / "
*,"671208001-PM-05",Conduct fault finding and repair on intermediate auto electrical systems,"629",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"3",Application,Core,Y,360,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000938] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000938] / "
*,"671208001-PM-06",Diagnose and repair climate control and convenience systems,"629",12,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,361,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000939] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000939] / "
*,"671208001-PM-07",Diagnose and repair safety and drive control systems,"629",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,362,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000940] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000940] / "
*,"671208001-PM-08",Diagnose and repair safety and drive control systems,"629",10,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Application,Core,Y,363,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000941] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000941] / "
*,"671208001-WM-01",Processes and procedures for diagnosing and fault finding of automotive electrical wiring and electrical/electronic components /systems,"629",70,2018-07-01 00:00:00.000,2023-06-30 00:00:00.000,2024-06-30 00:00:00.000,2027-06-30 00:00:00.000,"4",Work experience,Core,Y,364,,"<ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000942] / <ZZQctoModule>: Inserted GenericPO[Table=1000258ID=1000942] / "
