"AD_Org_ID[Name]","ZZLearnershipTitle","ZZLearnershipCode","ZZLearnershipType","ZZQualification_ID[ZZSaqaQualificationCode]","ZZNqfLevel","ZZCredits","ZZQualityAssuranceBody","Registrationstartdate","Registrationenddate","ZZMinimumElectiveCredits","IsActive","ZZMigrationCode/K","ZZMigrateValues",_LOG_
*,Further Education and Training Certificate: Diamond Design and Evaluation: Rough Evaluation,"16Q160128371644",,"64249","4",150,,2011-11-25 00:00:00.000,2011-11-25 00:00:00.000,0,Y,159,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000944] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000944] / "
*,Further Education and Training Certificate: Diamond Design and Evaluation: Basic Marking and Design,"16Q160129391644",,"64249","4",0,,2011-11-25 00:00:00.000,2011-11-25 00:00:00.000,0,Y,160,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000945] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000945] / "
*,Further Education and Training Certificate: Diamond Design and Evaluation: Grading Polished Daimonds,"16Q160130381644",,"64249","4",0,,2011-11-30 00:00:00.000,2011-11-30 00:00:00.000,0,Y,161,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000946] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000946] / "
*,Further Education and Training Certificate: Diamond Design and Evaluation: Inspecting,"16Q160131381644",,"64249","4",0,,2011-11-30 00:00:00.000,2011-11-30 00:00:00.000,0,Y,162,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000947] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000947] / "
*,Further Education and Training Certificate: Diamond Processing: Fancy Stone Making,"16Q160136391614",,"64729","4",0,,2011-12-01 00:00:00.000,2011-12-01 00:00:00.000,0,Y,163,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000948] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000948] / "
*,Further Education and Training Certificate: Mineral Processing,"16Q160140361374",,"64889","4",137,,2011-12-01 00:00:00.000,2011-12-01 00:00:00.000,0,Y,164,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000949] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000949] / "
*,National Certificate: Laboratory Practice:General,"16Q160144541202",,"73309","2",120,,2011-02-12 00:00:00.000,2011-02-12 00:00:00.000,0,Y,165,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000950] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000950] / "
*,National Certificate: Laboratory Practice: Precious Metal,"16Q160145541202",,"73310","2",120,,2011-02-12 00:00:00.000,2011-02-12 00:00:00.000,0,Y,166,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000951] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000951] / "
*,National Certificate: Chemical Operations: Mineral Extraction and Refining,"16Q160124391203",,"78903","3",120,,2011-05-12 00:00:00.000,2011-05-12 00:00:00.000,0,Y,167,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000952] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000952] / "
*,National Certificate: Chemical Operations: Sulphuric Acid Manufacturing,"16Q160123321203",,"78903","3",0,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,Y,168,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000953] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000953] / "
*,Further Education and Training Certificate: Mining Operations: Underground Hard  Rock Mining ,"16Q160156311634",,"74490","4",160,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,Y,169,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000954] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000954] / "
*,National Certificate: Chemical Operations,"16Q160122311352",,"78547","2",135,,2011-05-12 00:00:00.000,2011-05-12 00:00:00.000,0,Y,170,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000955] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000955] / "
*,Further Education and Training Certificate: Mining Operations:Surface Excavations,"16Q160151261604",,"74490","4",160,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,Y,171,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000956] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000956] / "
*,National Certificate: Generic Management: Cement Manufacturing,"16Q160125221625",,"64869","5",0,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,Y,172,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000957] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000957] / "
*,National Certificate: Strata Control Operations: Underground Coal Mining,"16Q160153391363",,"60369","3",0,,2011-05-12 00:00:00.000,2011-05-12 00:00:00.000,0,Y,173,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000958] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000958] / "
*,National Certificate: Strata Control Operations: Massive Mining,"16Q160155391363",,"60369","3",0,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,Y,174,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000959] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000959] / "
*,National Certificate: Strata Control Operations: Surface Mining,"16Q160154391363",,"60369","3",0,,2011-12-05 00:00:00.000,2011-12-05 00:00:00.000,0,Y,175,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000960] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000960] / "
*,National Certificate: Mineral Processing: Mineral Sands,"16Q160152291292",,"59305","2",129,,2011-05-12 00:00:00.000,2011-05-12 00:00:00.000,0,Y,176,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000961] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000961] / "
*,Further Education and Training Certificate: Strata Control Operations,"16Q160148401654",,"62796","4",0,,2011-12-06 00:00:00.000,2011-12-06 00:00:00.000,0,Y,177,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000962] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000962] / "
*,National Certificate: Mineral Processing: Platinum,"16Q160096591292",,"59305","2",129,,2012-06-02 00:00:00.000,2012-02-06 00:00:00.000,0,Y,178,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000963] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000963] / "
*,National Certificate: Mining Technical Support: Geology,"16Q160142361252",,"60349","2",125,,2012-12-03 00:00:00.000,2012-12-03 00:00:00.000,0,Y,179,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:814,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000964] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000964] / "
*,National Certificate: Mining Technical Support: Sampling,"16Q160118321252",,"60349","2",125,,2012-12-03 00:00:00.000,2012-12-03 00:00:00.000,0,Y,180,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:814,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000965] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000965] / "
*,National Certificate: Mining Technical Support: Surveying,"16Q160117321252",,"60349","2",125,,2012-12-03 00:00:00.000,2012-12-03 00:00:00.000,0,Y,181,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:814,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000966] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000966] / "
*,Further Education and Training Certificate: Mining Operations: Underground Coal Mining,"16Q160150301624",,"74490","1",160,,2012-04-17 00:00:00.000,2012-04-17 00:00:00.000,0,Y,182,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000967] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000967] / "
*,National Certificate: Mineral Processing: Uranium,"16Q160108331303",,"62769","3",130,,2012-04-17 00:00:00.000,2012-04-17 00:00:00.000,0,Y,183,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000968] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000968] / "
*,"987","987",,"21842","4",120,,2011-01-07 00:00:00.000,2010-01-06 00:00:00.000,0,Y,184,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000969] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000969] / "
*,Further Education and Training Certificate: Jewellery Manufacturing Operations: Gemstone Setting,"16Q160081261464",,"57876","4",150,,2012-08-01 00:00:00.000,2012-08-01 00:00:00.000,0,Y,185,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000970] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000970] / "
*,National Certificate: Lamproom Operations,"16Q160170321263",,"78323","3",126,,2014-11-13 00:00:00.000,2014-11-13 00:00:00.000,0,Y,186,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000971] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000971] / "
*,National Certificate Millwright – Diamond,"16Q160028003394 (V2)",,"23633","4",359,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,187,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000972] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000972] / "
*,National Certificate Plater/Welder - Coal,"16Q160016001333 (V2)",,"23631","3",152,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,188,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000973] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000973] / "
*,National Certificate: Diesel Mechanic: Coal,"16Q160012001623 (V2)",,"23624","4",191,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,189,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000974] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000974] / "
*,National Certificate: Diesel Mechanic: Metalliferous,"16Q160013001493 (V2)",,"23624","3",171,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,190,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000975] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000975] / "
*,National Certificate: Diesel Mechanic: Open Cast,"16Q160052001463 (V2)",,"23624","3",184,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,191,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000976] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000976] / "
*,National Certificate: Diesel Mechanic: Surface Diamonds,"16Q160014001373 (V2)",,"23624","3",186,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,192,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000977] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000977] / "
*,National Certificate: Diesel Mechanic: Underground Diamonds,"16Q160011001303 (V2)",,"23624","2",182,,2003-01-01 00:00:00.000,2003-01-01 00:00:00.000,0,Y,193,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000978] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000978] / "
*,National Certificate: Electrical: Metalliferous,"16Q160041003404 (V2)",,"23625","4",204,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,194,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000979] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000979] / "
*,National Certificate: Electrical: Opencast,"16Q160040003294 (V2)",,"23625","4",215,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,195,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000980] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000980] / "
*,National Certificate: Electrical: Surface Coal,"16Q160039003444 (V2)",,"23625","4",209,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,196,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000981] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000981] / "
*,National Certificate: Electrical: Surface Diamonds,"16Q160042003014 (V2)",,"23625","4",223,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,197,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000982] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000982] / "
*,National Certificate: Electrical: Underground Coal,"16Q160038003494 (V2)",,"23625","4",215,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,198,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000983] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000983] / "
*,National Certificate: Electrical: Underground Diamonds,"16Q160037003134 (V2)",,"23625","4",217,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,199,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000984] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000984] / "
*,National Certificate: Fitting (including machining) : Metalliferous,"16Q160026002443 (V2)",,"23627","3",152,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,200,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000985] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000985] / "
*,National Certificate: Fitting (including machining) : Open Cast,"16Q160053001463 (V2)",,"23627","3",111,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,201,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000986] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000986] / "
*,National Certificate: Fitting (including machining) : Surface Coal,"16Q160025001283 (V2)",,"23627","3",134,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,202,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000987] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000987] / "
*,National Certificate: Fitting (including machining) : Surface Diamonds,"16Q160027001203 (V2)",,"23627","3",119,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,203,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000988] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000988] / "
*,National Certificate: Fitting (including machining) : Underground Coal,"16Q160024001533 (V2)",,"23627","3",144,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,204,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000989] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000989] / "
*,National Certificate: Fitting (including machining) : Underground Daimonds,"16Q160023001273 (V2)",,"23627","3",140,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,205,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000990] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000990] / "
*,National Certificate: Fitting and Turning: Metalliferous,"16Q160035002763 (V2)",,"23626","3",184,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,206,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000991] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000991] / "
*,National Certificate: Fitting and Turning: Open Cast,"16Q160054001463 (V2)",,"23626","3",146,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,207,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000992] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000992] / "
*,National Certificate: Fitting and Turning: Surface Coal,"16Q160034001463 (V2)",,"23626","3",163,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,208,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000993] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000993] / "
*,National Certificate: Fitting and Turning: Surface Diamonds,"16Q160036001403 (V2)",,"23626","3",152,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,209,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000994] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000994] / "
*,National Certificate: Fitting and Turning: Underground Coal,"16Q160033001853 (V2)",,"23626","3",177,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,210,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000995] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000995] / "
*,National Certificate: Fitting and Turning: Underground Diamonds,"16Q160032001593 (V2)",,"23626","3",172,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,211,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000996] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000996] / "
*,National Certificate: Millwright: Coal,"16Q160029004094 (V2)",,"23633","4",378,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,212,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000997] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000997] / "
*,National Certificate: Millwright: Metalliferous,"16Q160030004444 (V2)",,"23633","4",386,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,213,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000998] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000998] / "
*,National Certificate: Millwright: Opencast,"16Q160031003814 (V2)",,"23633","4",359,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,214,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000999] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1000999] / "
*,National Certificate: Plater/Boilermaker: Coal,"16Q160020001343 (V2)",,"23630","3",148,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,215,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001000] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001000] / "
*,National Certificate: Plater/Boilermaker: Diamonds Open Cast,"16Q160022001493 (V2)",,"23630","3",145,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,216,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001001] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001001] / "
*,National Certificate: Plater/Boilermaker: Metalliferous,"16Q160021001733 (V2)",,"23630","3",146,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,217,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001002] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001002] / "
*,National Certificate: Plater/Boilermaker: Opencast,"16Q160019001323 (V2)",,"23630","3",139,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,218,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001003] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001003] / "
*,National Certificate: Plater/Welder: Diamonds Opencast,"16Q160018001523 (V2)",,"23631","3",141,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,219,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001004] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001004] / "
*,National Certificate: Plater/Welder: Metalliferous,"16Q160017001773 (V2)",,"23631","3",150,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,220,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001005] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001005] / "
*,National Certificate: Plater/Welder: Open Cast,"16Q160051001463 (V2)",,"23631","3",145,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,221,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001006] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001006] / "
*,National Certificate: Plater/Welder: Underground Diamonds,"16Q160018001623 (V2)",,"23631","3",149,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,0,Y,222,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001007] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001007] / "
*,National Certificate: Rigger Ropesman: Open Cast,"16Q160010001273 (V2)",,"23813","3",127,,2003-02-06 00:00:00.000,2003-02-06 00:00:00.000,0,Y,223,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1079,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001008] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001008] / "
*,National Certificate: Rigger Ropesman: Surface / Underground,"16Q160009001273 (V2)",,"23813","3",140,,2012-06-30 00:00:00.000,2012-06-30 00:00:00.000,0,Y,224,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1079,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001009] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001009] / "
*,National Certificate: Laboratory Practice: Coal,"16Q160146541202",,"73311","2",120,,2011-12-02 00:00:00.000,2011-12-02 00:00:00.000,0,Y,225,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001010] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001010] / "
*,National Certificate: Mining Technical Support: Survey,"16Q160187471383",,"65549","3",138,,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,Y,226,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001011] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001011] / "
*,Further Education Training Certificate: Mining Geology,"16Q160186541604",,"77963","4",160,,2017-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,Y,227,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001012] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001012] / "
*,Further Education Training Certificate: Exploration Geology,"16Q160183611604",,"77963","4",160,,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,Y,228,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001013] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001013] / "
*,National Certificate: Mechanical Engineering: Fitting,"16Q160182451203",,"63471","3",120,,2016-02-27 00:00:00.000,2016-07-27 00:00:00.000,0,Y,229,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001014] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001014] / "
*,Further Education and Training Certificate: Mechanical Engineering: Fitting,"16Q160179301204",,"63481","4",120,,2016-02-27 00:00:00.000,2016-07-27 00:00:00.000,0,Y,230,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001015] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001015] / "
*,National Certificate: Mechanical Engineering: Fitting,"16Q160185681302",,"63477","2",130,,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,Y,231,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001016] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001016] / "
*,National Certificate: Mining Technical Support: Sampling,"16Q160184421383",,"65549","3",138,,2016-07-27 00:00:00.000,2016-07-27 00:00:00.000,0,Y,232,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001017] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001017] / "
*,Further Education and Training: Laboratory Analysis: Mining and Minerals,"16Q160193001404 (A)",,"73312","4",140,,2017-05-09 00:00:00.000,2017-02-06 00:00:00.000,0,Y,233,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001018] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001018] / "
*,National Certificate: Mining Technical Support: Geology,"16Q160177511383",,"65549","3",138,,2017-07-27 00:00:00.000,2017-07-27 00:00:00.000,0,Y,234,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001019] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001019] / "
*,Automotive electrician mining,"61305",,"61305",,120,,2018-01-07 00:00:00.000,2018-01-07 00:00:00.000,0,Y,235,,"<ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001020] / <ZZLearnership>: Inserted GenericPO[Table=1000257ID=1001020] / "
