"AD_Org_ID[Name]","ZZSkillsProgrammeCode","ZZSkillsProgrammeTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZQualityAssuranceBody","ZZSkillsProgrammeType","ZZQualification_ID[ZZSaqaQualificationCode]","ZZAETLevel","ZZMinimumElectiveCredits","ZZSkillsProgrammeGrantType","ZZIsOHS","IsActive","ZZMigrationCode/K","ZZMigrateValues",_LOG_
*,SP/CLA-G015 (B),"Skills Programme: Competent Person A: The Examination, making safe and declaring safe of surface mines, quarries, dumps and stockpiles",,22,2018-07-01 00:00:00.000,2018-10-22 00:00:00.000,,Standalone,,,2,,N,Y,144,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001036Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001036Name=null] / "
*,SP/CLA-G018,Skills Programme: The control of explosives magazines on surface mines and qaurries,,10,2009-06-01 00:00:00.000,2013-10-07 00:00:00.000,,Standalone,,,0,,N,Y,145,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001037Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001037Name=null] / "
*,SP/CLA-G016,"Skills Programme: Competent Person B: The installation, maintenance and removal of support units in Surface Mines and Quarries",,29,2018-07-01 00:00:00.000,2020-02-14 00:00:00.000,,Standalone,,,2,,N,Y,146,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001038Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001038Name=null] / "
*,MQA/SP/0073/09,Skills Programme: Small and Micro businesses in the diamond processing industry,,26,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,147,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001039Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001039Name=null] / "
*,MQA/SP/0074/09,Skills Programme: Rough Sorting of Diamond Gemstones,,45,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,148,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001040Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001040Name=null] / "
*,MQA/SP/0075/09,Skills Programme: Rough Evaluation of Diamond Gemstones,,50,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,149,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001041Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001041Name=null] / "
*,MQA/SP/0076/09,Skills Programmes: Laser cutting of diamond gemstones,,90,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,45,,N,Y,150,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001042Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001042Name=null] / "
*,MQA/SP/0077/09,Skills Programme: Introduction to the Diamond Processing Industry,,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,151,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001043Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001043Name=null] / "
*,MQA/SP/0078/09,Skills Programme: Diamond Trading,,80,2009-06-29 00:00:00.000,2015-06-30 00:00:00.000,,Standalone,,,0,,N,Y,152,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001044Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001044Name=null] / "
*,MQA/SP/0079/09,Skills Programme: Blasting Assistant in Surface Mines and Quarries,,12,2009-06-29 00:00:00.000,2012-12-30 00:00:00.000,,Standalone,,,0,,N,Y,153,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001045Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001045Name=null] / "
*,MQA/SP/0080/09,"Skills Programme: Competent Person A - The examination, making safe and declaring safe of surface mines, quarries, dumps and stockpile",,45,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,,Standalone,,,23,,N,Y,154,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001046Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001046Name=null] / "
*,MQA/SP/0088/09,Skills Programme in Crushing (Version 2),,23,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,Standalone,,,2,,N,Y,155,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001047Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001047Name=null] / "
*,MQA/SP/0082/09,Skills Programme: The control of explosives magazines on surface excavation and quaries,,0,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,,Standalone,,,31,,N,Y,156,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001048Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001048Name=null] / "
*,MQA/SP/0081/09,"Skills Programme: Competent B- The installation, maintenance and removal of support units in Surface Mines and Quarries",,0,2009-06-30 00:00:00.000,2012-12-30 00:00:00.000,,Standalone,,,21,,N,Y,157,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001049Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001049Name=null] / "
*,MQA/SP/0029/09,Skills Programmes: Ore Reception,,8,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,158,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001050Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001050Name=null] / "
*,MQA/SP/0107/09,Skills Programme: Dense Medium Separation (Version 2),,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,159,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001051Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001051Name=null] / "
*,MQA/SP/0089/09,Skills Programme: Scrubbing and Screening (Version 2),,13,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,2,,N,Y,160,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001052Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001052Name=null] / "
*,MQA/SP/0109/09,Skills Programme: Thickening of a Slurry (Version3),,12,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,2,,N,Y,161,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001053Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001053Name=null] / "
*,MQA/SP/0110/09,Skills Programme:  Adsorption of Gold onto activated carbon (Version 2),,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,16,,N,Y,162,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001054Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001054Name=null] / "
*,MQA/SP/0011/09,Skills Programme: Handling of Chemicals (Version 2),,57,2015-07-01 00:00:00.000,2018-05-16 00:00:00.000,,Standalone,,,11,,N,Y,163,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001055Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001055Name=null] / "
*,MQA/SP/0052/09,Skills Programme in Milling of Material (Version 2),,18,2018-07-01 00:00:00.000,2025-03-31 00:00:00.000,,Standalone,,,0,,N,Y,164,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001056Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001056Name=null] / "
*,MQA/SP/0053/09,Skills Programme: Slimes Reclamation,,13,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,4,,N,Y,165,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001057Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001057Name=null] / "
*,MQA/SP/0014/09,Skills Programme: Solvent Extraction (Version 2),,46,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,24,,N,Y,166,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001058Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001058Name=null] / "
*,MQA/SP/0085/09,Skills Programme: Generic Management for Middle Managers in the South African Mining and Minerals Sector,,65,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,167,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001059Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001059Name=null] / "
*,MQA/SP/0086/09,Skills Programme: Operation and Maintenance of Medium Voltage Switchgear and Distribution Networks,,54,2015-07-01 00:00:00.000,2015-07-01 00:00:00.000,,Standalone,,,36,,N,Y,168,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001060Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001060Name=null] / "
*,MQA/SP/0087/09,Skills Programme: Water Analysis in a Laboratory,,15,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,169,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001061Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001061Name=null] / "
*,MQA/SP/0090/09,Skills Programme: Water Reticulation,,14,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,170,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001062Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001062Name=null] / "
*,MQA/SP/0091/09,Skills Programme: Electrowinning,,26,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,13,,N,Y,171,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001063Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001063Name=null] / "
*,MQA/SP/0092/09,Skills Programme: Gold Elution and Carbon Regeneration,,34,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,17,,N,Y,172,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001064Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001064Name=null] / "
*,MQA/SP/0093/09,Skills Programme: Diamond Recovery,,19,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,173,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001065Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001065Name=null] / "
*,MQA/SP/0094/09,Skills Programme: Relining of a mill,,32,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,16,,N,Y,174,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001066Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001066Name=null] / "
*,MQA/SP/0095/09,Skills Programme: Grading Room Operator,,14,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,7,,N,Y,175,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001067Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001067Name=null] / "
*,MQA/SP/0096/09,Skills Programme: Backfilling,,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,18,,N,Y,176,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001068Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001068Name=null] / "
*,MQA/SP/0036/05,Skills Programme: Gathering Arm Loader Operation in an Underground Coal Mine,,78,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,39,,Y,Y,177,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1256,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001069Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001069Name=null] / "
*,"57876",Further Education and Training Certificate: Jewellery Manufacturing Operations,"4",150,2007-02-08 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"57876",,10,,N,Y,178,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001070Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001070Name=null] / "
*,MQA/SP/0097/09,Skills Programme: Fabrication and Repair Equipment in Surface Operations,,66,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,36,,N,Y,179,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001071Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001071Name=null] / "
*,MQA/SP/0098/09,Skills Programme: Produce mastermodels for re-production and mass production,,16,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,8,,N,Y,180,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001072Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001072Name=null] / "
*,MQA/SP/0099/09,"Skills Programme: Jewellery Design, Quoting and Pricing",,23,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,181,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001073Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001073Name=null] / "
*,MQA/SP/0100/09,Skills Programme: Mechanical Engineering Maintenance in Surface Operations,,68,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,34,,N,Y,182,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001074Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001074Name=null] / "
*,MQA/SP/0101/09,Skills Programme: Lifting and moving of a load in Surface Operations,,36,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,20,,N,Y,183,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001075Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001075Name=null] / "
*,MQA/SP/0102/09,Skills Programme: Clean up Castings and Manufacture Basic Jewellery,,69,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,184,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001076Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001076Name=null] / "
*,MQA/SP/0103/09,Skills Programme: Computer Aided Design,,22,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,185,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001077Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001077Name=null] / "
*,MQA/SP/0104/09,Skills Programme: Identify and grade a gemstone,,18,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,186,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001078Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001078Name=null] / "
*,MQA/SP/0105/09,Skills Programme: Creating Moulds for Wax Casting Techniques,,24,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,187,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001079Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001079Name=null] / "
*,MQA/SP/0106/09,Skills Programme: Perform Lapidary Procedures,,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,188,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1272,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001080Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001080Name=null] / "
*,"48804","National Certificate Occupational Safety, Hygiene and Environment ","2",135,2007-08-07 00:00:00.000,2009-11-25 00:00:00.000,,Leads to a Qualification,"48804",,13,,N,Y,189,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001081Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001081Name=null] / "
*,"23624",National Certificate Diesel Mechanic ,"3",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23624",,0,,N,Y,190,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1105,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001082Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001082Name=null] / "
*,"23625",National Certificate: Electrical,"4",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23625",,0,,N,Y,191,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001083Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001083Name=null] / "
*,"23626",National Certificate Fitting and Turning ,"3",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23626",,0,,N,Y,192,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1090,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001084Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001084Name=null] / "
*,"23627",National Certificate Fitting (Including Machining) ,"3",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23627",,0,,N,Y,193,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1102,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001085Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001085Name=null] / "
*,"23628",National Certificate: Instrumentation Mechanician,"4",99,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23628",,0,,N,Y,194,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1174,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001086Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001086Name=null] / "
*,"23813",National Certificate Rigger Ropesman,"3",120,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23813",,0,,N,Y,195,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1079,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001087Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001087Name=null] / "
*,"21846",National Certificate in Diamond Processing Operator,"2",120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,,Leads to a Qualification,"21846",,0,,N,Y,196,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001088Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001088Name=null] / "
*,"21814",National Certificate in Engineering Maintenance and Repairing for Underground Coal Mining,"2",148,2008-10-20 00:00:00.000,2011-10-20 00:00:00.000,,Leads to a Qualification,"21814",,0,,N,Y,197,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:49,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001089Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001089Name=null] / "
*,"21812",National certificate in Mining Operations: Underground Coal ,"3",120,2008-10-20 00:00:00.000,2011-10-20 00:00:00.000,,Leads to a Qualification,"21812",,0,,N,Y,198,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:49,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001090Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001090Name=null] / "
*,"21815",National Certificate in Engineering Maintenance for Underground Hard Rock (Metalliferous) ,"2",120,2005-08-23 00:00:00.000,2008-08-23 00:00:00.000,,Leads to a Qualification,"21815",,0,,N,Y,199,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:49,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001091Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001091Name=null] / "
*,"49045",National Certificate in Lump Ore Beneficiation (L2),"2",163,2004-12-02 00:00:00.000,2007-12-02 00:00:00.000,,Leads to a Qualification,"49045",,0,,N,Y,200,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001092Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001092Name=null] / "
*,"48696 ",National Certificate  Measurement  Control and Instrumentation ,"3",175,2007-04-03 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"48696 ",,0,,N,Y,201,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1112,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001093Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001093Name=null] / "
*,"35927",Further Education and Training Certificate in  Payroll Administration Services,"4",153,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,Leads to a Qualification,"35927",,0,,N,Y,202,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001094Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001094Name=null] / "
*,"48695",National Certificate Measurement Control and Instrumentation,"2",137,2007-04-03 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"48695",,0,,N,Y,203,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1112,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001095Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001095Name=null] / "
*,"48914",National Certificate in  Associate General Accountant,"6",547,2007-04-03 00:00:00.000,2010-04-03 00:00:00.000,,Leads to a Qualification,"48914",,0,,N,Y,204,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001096Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001096Name=null] / "
*,"22858",National Certificate Autotronics,"2",128,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,Leads to a Qualification,"22858",,0,,N,Y,205,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001097Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001097Name=null] / "
*,"48912",National Certificate in  Chartered Accountant Financial Management,"7",698,2006-07-01 00:00:00.000,2009-07-01 00:00:00.000,,Leads to a Qualification,"48912",,0,,N,Y,206,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001098Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001098Name=null] / "
*,"24493",National Certificate in  Management,"5",120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,,Leads to a Qualification,"24493",,0,,N,Y,207,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001099Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001099Name=null] / "
*,"13716",National Certificate Professional Driving,"3",120,2003-12-03 00:00:00.000,2006-12-03 00:00:00.000,,Leads to a Qualification,"13716",,0,,N,Y,208,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001100Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001100Name=null] / "
*,"22671",National Certificate in Construction Masonry,"3",120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,Leads to a Qualification,"22671",,0,,N,Y,209,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001101Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001101Name=null] / "
*,"21853",National Certificate: Construction Plumbing,"3",159,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,Leads to a Qualification,"21853",,0,,N,Y,210,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001102Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001102Name=null] / "
*,"22670",National Certificate: Construction Carpentry,"3",120,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,Leads to a Qualification,"22670",,0,,N,Y,211,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001103Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001103Name=null] / "
*,"24273",National Certificate: Community House Building,"2",124,2006-08-01 00:00:00.000,2009-08-01 00:00:00.000,,Leads to a Qualification,"24273",,0,,N,Y,212,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001104Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001104Name=null] / "
*,"22490",National Certificate General Security Practice,"3",124,2005-11-01 00:00:00.000,2008-11-01 00:00:00.000,,Leads to a Qualification,"22490",,0,,N,Y,213,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001105Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001105Name=null] / "
*,"20838",Further Education and Training Certificate in   AET Practice,"4",120,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,Leads to a Qualification,"20838",,0,,N,Y,214,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001106Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001106Name=null] / "
