AD_Org_ID[Name],Value,Name,Description,IsActive
*,2021-862102,Luggage Porter,5007,Y
*,2021-862103,Cloak Room Attendant,5008,Y
*,2021-862104,Hotel Cellar Hand,5009,Y
*,2021-862201,Home Improvement Installer,5010,Y
*,2021-862202,Handyperson,5011,Y
*,2021-862301,Meter Reader,5012,Y
*,2021-862302,Vending Machine Attendant,5013,Y
*,2021-862913,Event Assistant,5014,Y
*,2021-862914,Sheltered Workshop Worker,5015,Y
*,2021-862915,Chemical Mixer,5016,Y
*,2021-862916,Farm Maintenance Worker,5017,Y
*,2021-862917,Crossing Supervisor,5018,Y
*,2021-862918,Electrical or Telecommunications Trades Assistant,5019,Y
*,2021-862919,Mechanic Trade Assistant,5020,Y
*,2021-862920,Railways Assistant,5021,Y
*,2021-862922,Electronics and Telecommunications Trades Assistant,5022,Y
*,2021-862923,Trolley Collector,5023,Y
*,2021-862924,Stage or Studio Hand,5024,Y
*,2021-862925,Caddie,5025,Y
*,2021-862926,Ticket Collector,5026,Y
*,2021-862927,Borehole Pump Operator ,5027,Y
*,2021-000000,No Mapping,5028,Y
*,2021-235205,Adult Education Teacher,5029,Y
*,2021-900000,Learner,5030,Y
*,2021-111101,Local or Provincial Government Legislator,5031,Y
*,2021-111102,Parliamentarian,5032,Y
*,2021-111201,Defence Force Senior Officer,5033,Y
*,2021-111202,General Manager Public Service,5034,Y
*,2021-111203,Local Authority Manager,5035,Y
*,2021-111204,Senior Government Official,5036,Y
*,2021-111205,Senior Police Officer,5037,Y
*,2021-111206,Ombudsperson,5038,Y
*,2021-111207,Senior Government Manager,5039,Y
*,2021-111301,Traditional Leader,5040,Y
*,2021-111401,Elected Official,5041,Y
*,2021-111402,Trade Union Representative,5042,Y
*,2021-111403,Political Party Representative,5043,Y
*,2021-112101,Director (Enterprise / Organisation),5044,Y
*,2021-121101,Finance Manager,5045,Y
*,2021-121102,Payroll Manager,5046,Y
*,2021-121103,Credit Manager,5047,Y
*,2021-121104,Internal Audit Manager,5048,Y
*,2021-121201,Human Resource Manager,5049,Y
*,2021-121202,Business Training Manager,5050,Y
*,2021-121203,Compensation and Benefits Manager,5051,Y
*,2021-121204,Recruitment Manager,5052,Y
*,2021-121205,Employee Wellness Manager,5053,Y
*,2021-121206,Health and Safety Manager,5054,Y
*,2021-121207,Personnel Manager,5055,Y
*,2021-121301,Policy and Planning Manager,5056,Y
*,2021-121901,Corporate General Manager,5057,Y
*,2021-121902,Corporate Services Manager,5058,Y
*,2021-121903,Physical Asset Manager,5059,Y
*,2021-121904,Contract Manager,5060,Y
*,2021-121905,Programme or Project Manager,5061,Y
*,2021-121906,Franchise Manager,5062,Y
*,2021-121908,Quality Systems Manager,5063,Y
*,2021-121909,Sustainability Manager,5064,Y
*,2021-121910,Water Asset Manager,5065,Y
*,2021-122101,Sales and Marketing Manager,5066,Y
*,2021-122102,Sales Manager,5067,Y
*,2021-122103,Director of Marketing,5068,Y
*,2021-122104,Interactive and Direct Marketing Strategist,5069,Y
*,2021-122105,Customer Service Manager,5070,Y
*,2021-122201,Advertising and Public Relations Manager,5071,Y
*,2021-122301,Research and Development Manager,5072,Y
*,2021-131101,Agricultural Farm Manager,5073,Y
*,2021-131102,Forestry Operations Manager ,5074,Y
*,2021-131103,Forestry Operations Supervisor,5075,Y
*,2021-131201,Aquaculture Farm Manager,5076,Y
*,2021-132101,Manufacturer,5077,Y
*,2021-132102,Manufacturing Operations Manager,5078,Y
*,2021-132104,Engineering Manager,5079,Y
*,2021-132105,Power Generation Operations Manager,5080,Y
*,2021-132106,Manufacturing Quality Manager,5081,Y
*,2021-132107,Quality Manager,5082,Y
*,2021-132108,Metrologist,5083,Y
*,2021-132109,Quality Systems Auditor,5084,Y
*,2021-132201,Mining Manager,5085,Y
*,2021-132202,Mineral Resources Manager,5086,Y
*,2021-132203,Rock Engineering Manager,5087,Y
*,2021-132301,Construction Project Manager,5088,Y
*,2021-132302,Project Builder,5089,Y
*,2021-132401,Supply and Distribution Manager,5090,Y
*,2021-132402,Logistics Manager,5091,Y
*,2021-132403,Road Transport Manager,5092,Y
*,2021-132404,Warehouse Manager,5093,Y
*,2021-132405,Fleet Manager,5094,Y
*,2021-132406,Railway Station Manager,5095,Y
*,2021-132407,Airport or Harbour Manager,5096,Y
*,2021-132408,Grain Depot Manager,5097,Y
*,2021-132409,Fuel Manager,5098,Y
*,2021-132410,Maritime Search and Rescue Mission Coordinator,5099,Y
*,2021-133101,Chief Information Officer,5100,Y
*,2021-133102,ICT Project Manager,5101,Y
*,2021-133103,Data Management Manager,5102,Y
*,2021-133104,Application Development Manager,5103,Y
*,2021-133105,Information Technology Manager,5104,Y
*,2021-133106,Information Systems Director,5105,Y
*,2021-134101,Child Care Centre Manager,5106,Y
*,2021-134201,Medical Superintendent,5107,Y
*,2021-134202,Nursing Clinical Director,5108,Y
*,2021-134203,Primary Health Care Manager,5109,Y
*,2021-134204,Secondary Health Services Manager,5110,Y
*,2021-134205,Health Service Specialised Clinic Manager,5111,Y
*,2021-134206,Sport Science Manager,5112,Y
*,2021-134207,Community Health Manager,5113,Y
*,2021-134301,Special Care Accommodation Manager,5114,Y
*,2021-134401,Social Services Manager,5115,Y
*,2021-134402,Community Development Manager,5116,Y
*,2021-134403,Child and Youth Care Manager,5117,Y
*,2021-134501,School Principal,5118,Y
*,2021-134502,College Principal,5119,Y
*,2021-134503,Faculty Head,5120,Y
*,2021-134504,District Education Manager,5121,Y
*,2021-134505,Educational Rector,5122,Y
*,2021-134506,Educational Registrar,5123,Y
*,2021-134507,Departmental Head,5124,Y
*,2021-134601,Bank Manager,5125,Y
*,2021-134602,Credit Bureau Manager,5126,Y
*,2021-134603,Financial Markets Business Manager,5127,Y
*,2021-134701,Military Manager,5128,Y
*,2021-134702,Military Commander,5129,Y
*,2021-134703,Military Warrant Officer,5130,Y
*,2021-134901,Environmental Manager,5131,Y
*,2021-134902,Laboratory Manager,5132,Y
*,2021-134903,Small Business Manager,5133,Y
*,2021-134904,Office Manager,5134,Y
*,2021-134905,Judicial Court Manager,5135,Y
*,2021-134906,Practice Manager,5136,Y
*,2021-134907,Archives Manager,5137,Y
*,2021-134908,Library Manager,5138,Y
*,2021-134909,Museum Manager,5139,Y
*,2021-134911,Insurance Policy Administration Manager,5140,Y
*,2021-134912,Commissioned Fire and Rescue Officer,5141,Y
*,2021-134913,Commissioned Police Officer,5142,Y
*,2021-134914,Correctional Services Manager,5143,Y
*,2021-134915,Non Manufacturing Operations Manager,5144,Y
*,2021-134916,Non Manufacturing Operations Foreman,5145,Y
*,2021-134917,Publisher,5146,Y
*,2021-134918,Water production and Supply Manager,5147,Y
*,2021-134919,Traffic and Law Enforcement Manager,5148,Y
*,2021-134920,Community Correctional Manager,5149,Y
*,2021-134921,Disaster Management Manager ,5150,Y
*,2021-141101,Hotel or Motel Manager,5151,Y
*,2021-141102,Guest House Manager,5152,Y
*,2021-141103,Reception Manager,5153,Y
*,2021-141201,Café (Licensed) or Restaurant Manager,5154,Y
*,2021-141202,Licensed Club Manager,5155,Y
*,2021-141203,Catering Production Manager,5156,Y
*,2021-141204,Reservations Manager,5157,Y
*,2021-142101,Importer or Exporter,5158,Y
*,2021-142102,Wholesaler,5159,Y
*,2021-142103,Retail General Manager,5160,Y
*,2021-142104,Post Office Manager,5161,Y
*,2021-143101,Betting Agency Manager,5162,Y
*,2021-143102,Gaming Manager,5163,Y
*,2021-143103,Cinema or Theatre Manager,5164,Y
*,2021-143104,Arts / Culture Manager,5165,Y
*,2021-143105,Sports Administrator,5166,Y
*,2021-143106,Amusement Centre Manager,5167,Y
*,2021-143107,Fitness Centre Manager,5168,Y
*,2021-143108,Facility Centre Manager,5169,Y
*,2021-143109,Club Membership Manager,5170,Y
*,2021-143901,Facilities Manager,5171,Y
*,2021-143902,Cleaning Services Manager,5172,Y
*,2021-143903,Boarding Kennel or Cattery Manager,5173,Y
*,2021-143904,Security Services Manager,5174,Y
*,2021-143905,Call or Contact Centre Manager,5175,Y
*,2021-143906,Caravan Park and Camping Ground Manager,5176,Y
*,2021-143907,Dockmaster,5177,Y
*,2021-143908,Travel Accommodation Inspector,5178,Y
*,2021-143909,Travel Agency Manager,5179,Y
*,2021-211101,Physicist,5180,Y
*,2021-211201,Meteorologist,5181,Y
*,2021-211205,Climate Change Scientist,5182,Y
*,2021-211301,Chemist,5183,Y
*,2021-211302,Manufacturing Research Chemist,5184,Y
*,2021-211401,Geologist,5185,Y
*,2021-211402,Geophysicist,5186,Y
*,2021-211403,Materials Scientist,5187,Y
*,2021-211404,Gemologist,5188,Y
*,2021-211405,Mineralogist,5189,Y
*,2021-211406,Hydrologist,5190,Y
*,2021-211407,Oceanographer,5191,Y
*,2021-212101,Actuary,5192,Y
*,2021-212102,Mathematician,5193,Y
*,2021-212103,Statistician,5194,Y
*,2021-213101,Animal Behaviourist,5195,Y
*,2021-213102,General Biologist,5196,Y
*,2021-213103,Anatomist or Physiologist,5197,Y
*,2021-213104,Biochemist,5198,Y
*,2021-213105,Biotechnologist,5199,Y
*,2021-213106,Botanist,5200,Y
*,2021-213107,Marine Biologist,5201,Y
*,2021-213108,Microbiologist,5202,Y
*,2021-213109,Zoologist,5203,Y
*,2021-213110,Medical Scientist,5204,Y
*,2021-213111,Pharmaceutical Physician,5205,Y
*,2021-213201,Agriculture Consultant,5206,Y
*,2021-213202,Agricultural Scientist,5207,Y
*,2021-213203,Forest Scientist,5208,Y
*,2021-213204,Wine Maker,5209,Y
*,2021-213205,Food and Beverage Scientist,5210,Y
*,2021-213301,Conservation Scientist,5211,Y
*,2021-213302,Environmental Scientist,5212,Y
*,2021-213304,Earth and Soil Scientist,5213,Y
*,2021-213305,Air Quality Analyst,5214,Y
*,2021-213306,Water Quality Analyst,5215,Y
*,2021-213307,Park Ranger,5216,Y
*,2021-213308,Brownfield Redevelopment Specialist,5217,Y
*,2021-213309,Toxicologist,5218,Y
*,2021-213310,Biodiversity Planner ,5219,Y
*,2021-214101,Industrial Engineer,5220,Y
*,2021-214102,Industrial Engineering Technologist,5221,Y
*,2021-214103,Production Engineer,5222,Y
*,2021-214104,Production Engineering Technologist,5223,Y
*,2021-214105,Energy Efficiency Manager,5224,Y
*,2021-214201,Civil Engineer,5225,Y
*,2021-214202,Civil Engineering Technologist,5226,Y
*,2021-214301,Environmental Engineer,5227,Y
*,2021-214302,Environmental Impact and Restoration Analyst,5228,Y
*,2021-214401,Mechanical Engineer,5229,Y
*,2021-214402,Mechanical Engineering Technologist,5230,Y
*,2021-214403,Aeronautical Engineer,5231,Y
*,2021-214404,Aeronautical Engineering Technologist,5232,Y
*,2021-214405,Naval Architect,5233,Y
*,2021-214406,Marine Engineering Technologist,5234,Y
*,2021-214407,Defence Industry Armament Engineer,5235,Y
*,2021-214408,Defence Industry Armament Engineering Technologist,5236,Y
*,2021-214501,Chemical Engineer,5237,Y
*,2021-214502,Chemical Engineering Technologist,5238,Y
*,2021-214503,Explosives and Dangerous Goods Inspector,5239,Y
*,2021-214601,Mining Engineer ,5240,Y
*,2021-214602,Mining Engineering Technologist,5241,Y
*,2021-214603,Metallurgical Engineer,5242,Y
*,2021-214604,Metallurgical Engineering Technologist,5243,Y
*,2021-214605,Metallurgist,5244,Y
*,2021-214607,Petroleum Engineer,5245,Y
*,2021-214901,Biomedical Engineer,5246,Y
*,2021-214902,Explosive Ordnance Engineer,5247,Y
*,2021-214903,Marine Salvage Engineer,5248,Y
*,2021-214904,Quantity Surveyor,5249,Y
*,2021-214905,Agricultural Engineer,5250,Y
*,2021-214906,Agricultural Engineering Technologist,5251,Y
*,2021-214907,Materials Engineer,5252,Y
*,2021-214908,Materials Engineering Technologist,5253,Y
*,2021-214909,Microsystems Engineers,5254,Y
*,2021-215101,Electrical Engineer,5255,Y
*,2021-215102,Electrical Engineering Technologist,5256,Y
*,2021-215103,Energy Engineer,5257,Y
*,2021-215104,Energy Engineering Technologist,5258,Y
*,2021-215201,Electronics Engineer,5259,Y
*,2021-215202,Electronics Engineering Technologist,5260,Y
*,2021-215301,Telecommunications Engineer,5261,Y
*,2021-215302,Telecommunications Engineering Technologist,5262,Y
*,2021-215303,Telecommunications Network Engineer,5263,Y
*,2021-215304,Telecommunications Field Engineer,5264,Y
*,2021-216101,Architect,5265,Y
*,2021-216201,Landscape Architect,5266,Y
*,2021-216301,Fashion Designer,5267,Y
*,2021-216302,Industrial Designer,5268,Y
*,2021-216303,Jewellery Designer,5269,Y
*,2021-216304,Footwear Designer,5270,Y
*,2021-216401,Urban and Regional Planner,5271,Y
*,2021-216402,Transport Analyst,5272,Y
*,2021-216403,Marine Spatial Planner,5273,Y
*,2021-216501,Cartographer,5274,Y
*,2021-216502,Surveyor,5275,Y
*,2021-216601,Digital Artist,5276,Y
*,2021-216602,Illustrator,5277,Y
*,2021-216603,Multimedia Designer,5278,Y
*,2021-216604,Web Designer,5279,Y
*,2021-221101,General Medical Practitioner,5280,Y
*,2021-221102,Resident Medical Officer,5281,Y
*,2021-221103,Public Health Physician,5282,Y
*,2021-221201,Anaesthetist,5283,Y
*,2021-221202,Cardiologist,5284,Y
*,2021-221203,Emergency Medicine Specialist,5285,Y
*,2021-221204,Obstetrician and Gynaecologist,5286,Y
*,2021-221205,Ophthalmologist,5287,Y
*,2021-221206,Paediatrician,5288,Y
*,2021-221207,Pathologist,5289,Y
*,2021-221208,Psychiatrist,5290,Y
*,2021-221209,Radiologist,5291,Y
*,2021-221210,General Medicine Specialist Physician,5292,Y
*,2021-221211,Surgeon,5293,Y
*,2021-221212,Forensic Pathologist,5294,Y
*,2021-221213,Radiation Oncologist,5295,Y
*,2021-221214,Nuclear Medicine Specialist,5296,Y
*,2021-221215,Family Physician,5297,Y
*,2021-221216,Neurologist,5298,Y
*,2021-221217,Clinical Pharmacologist,5299,Y
*,2021-221218,Medical Geneticist,5300,Y
*,2021-221219,Plastic and Reconstructive Surgeon,5301,Y
*,2021-221220,Urologist,5302,Y
*,2021-221221,Public Health Medicine Specialist,5303,Y
*,2021-221222,Public Health Occupational Medicine Specialist ,5304,Y
*,2021-221223,Paediatric Surgeon,5305,Y
*,2021-221224,Orthopaedic Surgeon,5306,Y
*,2021-221225,Neurosurgeon,5307,Y
*,2021-221226,Otorhinolaryngologist,5308,Y
*,2021-221227,Dermatologist,5309,Y
*,2021-222101,Clinical Nurse Practitioner,5310,Y
*,2021-222102,Aged Care Registered Nurse,5311,Y
*,2021-222103,Registered Nurse (Child and Family Health),5312,Y
*,2021-222104,Registered Nurse (Community Health),5313,Y
*,2021-222105,Registered Nurse (Critical Care and Emergency),5314,Y
*,2021-222106,Registered Nurse (Developmental Disability),5315,Y
*,2021-222107,Registered Nurse (Disability and Rehabilitation),5316,Y
*,2021-222108,Registered Nurse (Medical),5317,Y
*,2021-222109,Registered Nurse (Medical Practice),5318,Y
*,2021-222110,Registered Nurse (Mental Health),5319,Y
*,2021-222111,Registered Nurse (Operating theatre),5320,Y
*,2021-222112,Registered Nurse (Surgical),5321,Y
*,2021-222113,Paediatrics Nurse,5322,Y
*,2021-222114,Nurse Educator,5323,Y
*,2021-222115,Nurse Researcher,5324,Y
*,2021-222116,Nurse Manager,5325,Y
*,2021-222117,Midwife,5326,Y
*,2021-223101,Acupuncturist,5327,Y
*,2021-223102,Ayurvedic Practitioner,5328,Y
*,2021-223103,Homoeopath,5329,Y
*,2021-223104,Naturopath,5330,Y
*,2021-223105,Traditional African Medicine Practitioner,5331,Y
*,2021-223106,Traditional Chinese Medicine Practitioner,5332,Y
*,2021-223107,Phytotherapist,5333,Y
*,2021-224101,Paramedical Practitioner,5334,Y
*,2021-224102,Sports Scientist,5335,Y
*,2021-225101,Veterinarian,5336,Y
*,2021-225102,Veterinary Public Health Professional / Practitioner,5337,Y
*,2021-225103,Livestock Inspector,5338,Y
*,2021-226101,Dental Specialist,5339,Y
*,2021-226102,Dentist,5340,Y
*,2021-226201,Hospital Pharmacist,5341,Y
*,2021-226202,Industrial Pharmacist,5342,Y
*,2021-226203,Retail Pharmacist,5343,Y
*,2021-226204,Authorised Pharmacist Prescriber,5344,Y
*,2021-226301,Environmental Health Officer,5345,Y
*,2021-226302,"Safety, Health, Environment and Quality (SHE&Q) Practitioner",5346,Y
*,2021-226303,Ergonomist,5347,Y
*,2021-226304,Food Inspector,5348,Y
*,2021-226401,Physiotherapist,5349,Y
*,2021-226501,Dietitian,5350,Y
*,2021-226502,Nutritionist,5351,Y
*,2021-226601,Audiologist,5352,Y
*,2021-226602,Speech Pathologist,5353,Y
*,2021-226603,Speech Therapist and Audiologist,5354,Y
*,2021-226604,Hearing Aid Acousticians,5355,Y
*,2021-226701,Optometrist,5356,Y
*,2021-226702,Orthoptist,5357,Y
*,2021-226901,Arts Therapist,5358,Y
*,2021-226902,Occupational Therapist,5359,Y
*,2021-226903,Podiatrist,5360,Y
*,2021-226904,Diversional Therapist,5361,Y
*,2021-226905,Biokineticist,5362,Y
*,2021-226906,Rheumatologist,5363,Y
*,2021-231101,University Lecturer,5364,Y
*,2021-231102,University Tutor,5365,Y
*,2021-232130,TVET Educator,5366,Y
*,2021-232131,Adult Education Teacher,5367,Y
*,2021-232132,College Lecturer,5368,Y
*,2021-233107,FET Phase School Teacher (Grades 10-12),5369,Y
*,2021-233108,Senior Phase School Teacher (Grades 7 - 9),5370,Y
*,2021-234101,Foundation Phase School Teacher,5371,Y
*,2021-234102,Intermediate Phase School Teacher (Grades 4-6),5372,Y
*,2021-234201,Early Childhood Development Practitioner,5373,Y
*,2021-235101,Education or Training Advisor,5374,Y
*,2021-235102,Education or Training Reviewer,5375,Y
*,2021-235201,Special Needs Teacher,5376,Y
*,2021-235401,Private Tuition Music Teacher,5377,Y
*,2021-235501,Private Tuition Art Teacher,5378,Y
*,2021-235502,Private Tuition Dance Teacher,5379,Y
*,2021-235503,Private Tuition Drama Teacher,5380,Y
*,2021-235601,ICT Trainer,5381,Y
*,2021-235901,Private Tuition Dressmaking Teacher,5382,Y
*,2021-235902,Private Tuition Handicrafts Teacher,5383,Y
*,2021-235903,School Laboratory Technician,5384,Y
*,2021-235904,Examination Supervisor,5385,Y
*,2021-241101,General Accountant,5386,Y
*,2021-241102,Management Accountant,5387,Y
*,2021-241103,Tax Professional,5388,Y
*,2021-241104,External Auditor,5389,Y
*,2021-241106,Accountant in Practice,5390,Y
*,2021-241107,Financial Accountant,5391,Y
*,2021-241108,Forensic Accountant,5392,Y
*,2021-241201,Investment Analyst,5393,Y
*,2021-241202,Investment Manager,5394,Y
*,2021-241203,Investment Advisor,5395,Y
*,2021-241204,Financial Markets Practitioner,5396,Y
*,2021-241205,Professional Principal Executive Officer,5397,Y
*,2021-241301,Financial Investment Advisor,5398,Y
*,2021-242101,Management Consultant,5399,Y
*,2021-242102,Organisation and Methods Analyst,5400,Y
*,2021-242103,Business Development Officer,5401,Y
*,2021-242104,AML Surveillance Analyst,5402,Y
*,2021-242201,Intelligence Officer,5403,Y
*,2021-242202,Policy Analyst,5404,Y
*,2021-242203,Company Secretary,5405,Y
*,2021-242204,Corporate Treasurer,5406,Y
*,2021-242207,Compliance Officer,5407,Y
*,2021-242208,Organisational Risk Manager,5408,Y
*,2021-242209,Accounting Officer,5409,Y
*,2021-242210,Business Administrator,5410,Y
*,2021-242211,Internal Auditor,5411,Y
*,2021-242212,Diplomat ,5412,Y
*,2021-242213,Regulatory Affairs Officer,5413,Y
*,2021-242214,Intellectual Property Special Advisor,5414,Y
*,2021-242215,Fraud Examiner,5415,Y
*,2021-242301,Career Development Practitioner,5416,Y
*,2021-242302,Skills Development Practitioner,5417,Y
*,2021-242303,Human Resource Advisor,5418,Y
*,2021-242304,Industrial Relations Advisor,5419,Y
*,2021-242305,Occupational Analyst,5420,Y
*,2021-242306,Labour Market Analyst,5421,Y
*,2021-242307,Recreation Officer,5422,Y
*,2021-242401,Training and Development Professional,5423,Y
*,2021-242402,Occupational Instructor ,5424,Y
*,2021-242403,Assessment Practitioner,5425,Y
*,2021-242404,Student Support Service Officer,5426,Y
*,2021-243101,Advertising Specialist,5427,Y
*,2021-243102,Market Research Analyst,5428,Y
*,2021-243103,Marketing Practitioner,5429,Y
*,2021-243104,Market Campaign Analyst,5430,Y
*,2021-243201,Communication Coordinator,5431,Y
*,2021-243202,Communication Strategist,5432,Y
*,2021-243203,Corporate Communication Manager,5433,Y
*,2021-243204,Event Producer,5434,Y
*,2021-243301,Industrial Products Sales Representative ,5435,Y
*,2021-243302,Medical and Pharmaceutical Products Sales Representative ,5436,Y
*,2021-243303,Educational Products and Services Sales Representative ,5437,Y
*,2021-243304,Printing and Publishing Equipment Sales Representative,5438,Y
*,2021-243401,ICT Account Manager,5439,Y
*,2021-243402,ICT Business Development Manager,5440,Y
*,2021-243403,ICT Sales Representative,5441,Y
*,2021-251101,ICT Systems Analyst,5442,Y
*,2021-251102,Data Scientist ,5443,Y
*,2021-251201,Software Developer,5444,Y
*,2021-251202,Programmer Analyst,5445,Y
*,2021-251203,Developer Programmer,5446,Y
*,2021-251301,Multimedia Specialist,5447,Y
*,2021-251302,Web Developer,5448,Y
*,2021-251401,Applications Programmer,5449,Y
*,2021-251901,Computers Quality Assurance Analyst,5450,Y
*,2021-252101,Database Designer and Administrator,5451,Y
*,2021-252201,Systems Administrator,5452,Y
*,2021-252301,Computer Network and Systems Engineer,5453,Y
*,2021-252302,Network Analyst,5454,Y
*,2021-252303,`Transmission Engineer,5455,Y
*,2021-252901,ICT Security Specialist,5456,Y
*,2021-252902,Technical ICT Support Services Manager,5457,Y
*,2021-261101,Attorney,5458,Y
*,2021-261102,Administrative Lawyer,5459,Y
*,2021-261103,Patent Attorney,5460,Y
*,2021-261104,Trade Mark Attorney,5461,Y
*,2021-261105,Tribunal Member,5462,Y
*,2021-261106,Advocate,5463,Y
*,2021-261107,Legal Manager,5464,Y
*,2021-261201,Judge,5465,Y
*,2021-261202,Magistrate,5466,Y
*,2021-261901,Adjudicator,5467,Y
*,2021-261902,Legislation Facilitator,5468,Y
*,2021-261903,Master of The Court,5469,Y
*,2021-261904,Family Court Registrar,5470,Y
*,2021-261905,Notary,5471,Y
*,2021-262101,Archivist,5472,Y
*,2021-262102,Gallery or Museum Curator,5473,Y
*,2021-262103,Conservator,5474,Y
*,2021-262201,Librarian,5475,Y
*,2021-262202,Information Services Manager,5476,Y
*,2021-263101,Economist,5477,Y
*,2021-263102,Economic Reasearch Manager,5478,Y
*,2021-263201,Anthropologist,5479,Y
*,2021-263202,Archaeologist,5480,Y
*,2021-263203,Geographer,5481,Y
*,2021-263204,Sociologist,5482,Y
*,2021-263205,Criminologist,5483,Y
*,2021-263206,Heritage Consultant,5484,Y
*,2021-263301,Genealogist,5485,Y
*,2021-263302,Historian,5486,Y
*,2021-263303,Prehistorian,5487,Y
*,2021-263304,Political Scientist,5488,Y
*,2021-263401,Clinical Psychologist,5489,Y
*,2021-263402,Educational Psychologist,5490,Y
*,2021-263403,Organisational Psychologist,5491,Y
*,2021-263404,Psychotherapist,5492,Y
*,2021-263405,Research Psychologist,5493,Y
*,2021-263406,Sport Psychologist,5494,Y
*,2021-263407,Counselling Psychologist,5495,Y
*,2021-263408,Community Psychologist,5496,Y
*,2021-263409,Psychometrician,5497,Y
*,2021-263501,Social Counselling Worker,5498,Y
*,2021-263502,Addictions Counsellor,5499,Y
*,2021-263503,Marriage and Family Counsellor,5500,Y
*,2021-263504,Rehabilitation Counsellor,5501,Y
*,2021-263505,Student Counsellor,5502,Y
*,2021-263506,Probation Social Worker,5503,Y
*,2021-263507,Adoption Social Worker,5504,Y
*,2021-263508,Child and Youth Care Worker,5505,Y
*,2021-263509,Parole Board Member,5506,Y
*,2021-263510,Employee Wellness Practitioner,5507,Y
*,2021-263511,Career Councillor,5508,Y
*,2021-263512,Community Development Practitioner,5509,Y
*,2021-263601,Minister of Religion,5510,Y
*,2021-264101,Author,5511,Y
*,2021-264102,Book or Script Editor,5512,Y
*,2021-264103,Technical Writer,5513,Y
*,2021-264201,Copywriter,5514,Y
*,2021-264202, Editor,5515,Y
*,2021-264203,Journalist,5516,Y
*,2021-264204,Radio Journalist,5517,Y
*,2021-264205,Content Presenter,5518,Y
*,2021-264206,Critic,5519,Y
*,2021-264301,Interpreter,5520,Y
*,2021-264302,Translator,5521,Y
*,2021-264303,Linguist,5522,Y
*,2021-265101,Painter (Visual Arts),5523,Y
*,2021-265102,Potter or Ceramic,5524,Y
*,2021-265103,Sculptor,5525,Y
*,2021-265104,Ephemeral Artist,5526,Y
*,2021-265201,Composer,5527,Y
*,2021-265202,Music Director,5528,Y
*,2021-265203,Musician (Instrumental),5529,Y
*,2021-265204,Singer,5530,Y
*,2021-265205,Music Researcher,5531,Y
*,2021-265206,Music Copyist,5532,Y
*,2021-265301,Dancer or Choreographer,5533,Y
*,2021-265401,"Director (Film, Television, Radio or Stage)",5534,Y
*,2021-265402,Director of Photography,5535,Y
*,2021-265403,Film and Video Editor,5536,Y
*,2021-265404,Program Director (Television or Radio),5537,Y
*,2021-265405,Technical Director,5538,Y
*,2021-265406,Video Producer,5539,Y
*,2021-265407,Police Video Unit Manager and Producer,5540,Y
*,2021-265408,Casting Director,5541,Y
*,2021-265409,Film and Television Production Manager,5542,Y
*,2021-265410,Radio or Television Programme Organiser,5543,Y
*,2021-265411,Location Manager (Film or Television),5544,Y
*,2021-265412,Media Producer,5545,Y
*,2021-265501,Actor,5546,Y
*,2021-265601,Radio Presenter,5547,Y
*,2021-265602,Television Presenter,5548,Y
*,2021-265901,Entertainer or Variety Artist,5549,Y
*,2021-265902,Hypnotist,5550,Y
*,2021-265903,Public Speaker,5551,Y
*,2021-265904,Community Arts Worker,5552,Y
*,2021-311101,Chemistry Technician,5553,Y
*,2021-311102,Physical Science Technician,5554,Y
*,2021-311103,Fragrance Evaluators/ flavourists,5555,Y
*,2021-311104,Radiation Control/ Nuclear Monitoring Technician,5556,Y
*,2021-311201,Civil Engineering Technician,5557,Y
*,2021-311202,Surveying or Cartographic Technician,5558,Y
*,2021-311203,Town Planning Technician,5559,Y
*,2021-311217,Water Control Officer,5560,Y
*,2021-311301,Electrical Engineering Technician,5561,Y
*,2021-311302,Electric Substation Operations Manager,5562,Y
*,2021-311303,Energy Efficiency Technician,5563,Y
*,2021-311401,Electronic Engineering Technician,5564,Y
*,2021-311501,Mechanical Engineering Technician,5565,Y
*,2021-311502,Pressure Equipment  Inspector,5566,Y
*,2021-311503,Aeronautical Engineering Technician,5567,Y
*,2021-311601,Chemical Engineering Technician,5568,Y
*,2021-311701,Mining Technician,5569,Y
*,2021-311702,Metallurgical or Materials Technician,5570,Y
*,2021-311703,Non-Destructive Testing Technician  (NDTT),5571,Y
*,2021-311704,Geophysical Technician,5572,Y
*,2021-311801,Draughtsperson,5573,Y
*,2021-311901,"Forensic Technician (Biology, Toxicology)",5574,Y
*,2021-311902,Fire Investigator,5575,Y
*,2021-311903,Food and Beverage Technician,5576,Y
*,2021-311904,Manufacturing Technician,5577,Y
*,2021-311905,Industrial Engineering Technician,5578,Y
*,2021-311906,Environmental Engineering Technician,5579,Y
*,2021-311910,Food Laboratory Analyst,5580,Y
*,2021-312101,Mining Production Supervisor,5581,Y
*,2021-312102,Miner,5582,Y
*,2021-312103,Engineering Supervisor,5583,Y
*,2021-312201,Production / Operations Supervisor (Manufacturing),5584,Y
*,2021-312202,Maintenance Planner,5585,Y
*,2021-312301,Building Associate,5586,Y
*,2021-313102,Fossil Power Plant Process Controller,5587,Y
*,2021-313103,Hydro Power Plant Process Controller,5588,Y
*,2021-313104,Nuclear Power Plant Process Controller,5589,Y
*,2021-313105,Wind Turbine Power Plant Process Controller,5590,Y
*,2021-313106,Concentrated Solar Power (CSP) Plant Process Controller,5591,Y
